"CODIGO CLIENTE";"%SHR GRUPO1 CLIENTE";"%SHR GRUPO 2 CLIENTE";"%SHR GRUPO 3 CLIENTE";"%SHR GRUPO 4 CLIENTE";"%SHR GRUPO 5 CLIENTE"
7084161;0,00;0,00;0,00;0,00;0,00
7084164;0,67;0,67;0,00;0,00;0,00
7080831;0,00;0,00;0,00;0,00;0,00
7081647;0,00;0,00;0,00;0,00;0,00
7081659;0,00;0,00;0,00;0,00;0,00
6140238;0,00;0,00;0,00;0,00;0,00
7077039;0,67;0,00;0,67;0,00;0,00
7075683;0,00;0,00;0,00;0,00;0,00
6155532;0,00;0,00;0,00;0,00;0,00
7072659;0,00;0,00;0,00;0,00;0,00
7072662;0,00;0,00;0,00;0,00;0,00
6272439;0,67;0,67;0,67;0,00;0,00
7070691;0,00;0,00;0,00;0,00;0,00
7068276;0,00;0,00;0,00;0,00;0,00
6406545;0,00;0,00;0,00;0,00;0,00
7025061;0,67;0,67;0,67;0,00;0,00
7062999;0,00;0,00;0,00;0,00;0,00
6087492;0,00;0,00;0,00;0,00;0,00
7058598;0,00;0,00;0,00;0,00;0,00
7058646;0,67;0,67;0,67;0,00;0,00
6310839;0,00;0,00;0,00;0,00;0,00
6298293;0,00;0,00;0,00;0,00;0,00
7050726;0,67;0,67;0,67;0,00;0,00
7056936;0,67;0,67;0,67;0,00;0,00
6083865;0,00;0,00;0,00;0,00;0,00
6139635;0,00;0,00;0,00;0,00;0,00
6145659;0,67;0,67;0,67;0,00;0,00
6171714;0,00;0,00;0,00;0,00;0,00
6177717;0,00;0,00;0,00;0,00;0,00
6254382;0,00;0,00;0,00;0,00;0,00
6286860;0,00;0,00;0,00;0,00;0,00
6297951;0,00;0,00;0,00;0,00;0,00
7055802;0,00;0,00;0,00;0,00;0,00
6001353;0,64;0,67;0,67;0,00;0,38
6001683;0,55;0,53;0,67;0,00;0,00
6002142;0,50;0,67;0,67;0,00;0,22
6004524;0,29;0,24;0,67;0,00;0,00
6005925;0,67;0,00;0,67;0,00;0,00
6007461;0,67;0,67;0,67;0,00;0,00
6008166;0,67;0,67;0,67;0,00;0,00
6009378;0,67;0,00;0,67;0,00;0,00
6010734;0,00;0,00;0,00;0,00;0,00
6016623;0,67;0,67;0,67;0,67;0,67
6017085;0,00;0,00;0,00;0,00;0,00
6017397;0,00;0,00;0,00;0,00;0,00
6018573;0,00;0,00;0,00;0,00;0,00
6020529;0,63;0,67;0,00;0,00;0,51
6021483;0,15;0,09;0,67;0,00;0,67
6023742;0,55;0,55;0,00;0,00;0,00
6024414;0,00;0,00;0,00;0,00;0,00
6024879;0,00;0,00;0,00;0,00;0,00
6028032;0,67;0,67;0,67;0,00;0,67
6028545;0,58;0,56;0,67;0,00;0,00
6030375;0,00;0,00;0,00;0,00;0,00
6030603;0,14;0,13;0,30;0,00;0,00
6033006;0,00;0,00;0,00;0,00;0,00
6034257;0,14;0,12;0,56;0,00;0,00
6034695;0,00;0,00;0,00;0,00;0,00
6035184;0,00;0,00;0,00;0,00;0,00
6036231;0,00;0,00;0,00;0,00;0,00
6037179;0,67;0,67;0,67;0,00;0,00
6038337;0,67;0,67;0,67;0,00;0,00
6045486;0,67;0,67;0,67;0,00;0,00
6045756;0,00;0,00;0,00;0,00;0,00
6047799;0,67;0,67;0,67;0,00;0,00
6049194;0,00;0,00;0,00;0,00;0,00
6049221;0,33;0,33;0,00;0,00;0,00
6054138;0,54;0,56;0,19;0,00;0,64
6054597;0,00;0,00;0,00;0,00;0,00
6055413;0,00;0,00;0,00;0,00;0,00
6055872;0,00;0,00;0,00;0,00;0,00
6056121;0,17;0,00;0,17;0,00;0,17
6056505;0,67;0,67;0,67;0,00;0,00
6056586;0,00;0,00;0,00;0,00;0,00
6057840;0,00;0,00;0,00;0,00;0,00
6062613;0,00;0,00;0,00;0,00;0,00
6068805;0,00;0,00;0,00;0,00;0,00
6070968;0,00;0,00;0,00;0,00;0,00
6071682;0,00;0,00;0,00;0,00;0,00
6072090;0,00;0,00;0,00;0,00;0,00
6073701;0,18;0,42;0,11;0,00;0,00
6077190;0,67;0,67;0,67;0,00;0,00
6081696;0,00;0,00;0,00;0,00;0,00
6082230;0,67;0,67;0,67;0,00;0,00
6084216;0,67;0,67;0,00;0,00;0,00
6087282;0,00;0,00;0,00;0,00;0,00
6087546;0,00;0,00;0,00;0,00;0,00
6088413;0,00;0,00;0,00;0,00;0,00
6093036;0,67;0,67;0,67;0,00;0,00
6094239;0,00;0,00;0,00;0,00;0,00
6094332;0,00;0,00;0,00;0,00;0,00
6095439;0,67;0,67;0,67;0,00;0,00
6096948;0,00;0,00;0,00;0,00;0,00
6099684;0,00;0,00;0,00;0,00;0,00
6099978;0,00;0,00;0,00;0,00;0,00
6101760;0,67;0,67;0,67;0,00;0,00
6102261;0,67;0,67;0,67;0,00;0,00
6102879;0,00;0,00;0,00;0,00;0,00
6103335;0,58;0,67;0,67;0,00;0,26
6107574;0,67;0,67;0,67;0,00;0,00
6109335;0,00;0,00;0,00;0,00;0,00
6109905;0,67;0,67;0,67;0,00;0,00
6110058;0,00;0,00;0,00;0,00;0,00
6110349;0,00;0,00;0,00;0,00;0,00
6113247;0,00;0,00;0,00;0,00;0,00
6115953;0,00;0,00;0,00;0,00;0,00
6116499;0,00;0,00;0,00;0,00;0,00
6116775;0,30;0,23;0,58;0,00;0,00
6117390;0,00;0,00;0,00;0,00;0,00
6119949;0,67;0,67;0,67;0,00;0,67
6122769;0,67;0,00;0,67;0,00;0,00
6123126;0,00;0,00;0,00;0,00;0,00
6124986;0,00;0,00;0,00;0,00;0,00
6127554;0,00;0,00;0,00;0,00;0,00
6128310;0,00;0,00;0,00;0,00;0,00
6128559;0,00;0,00;0,00;0,00;0,00
6128601;0,67;0,67;0,00;0,00;0,00
6129363;0,00;0,00;0,00;0,00;0,00
6130443;0,67;0,67;0,67;0,00;0,00
6137955;0,00;0,00;0,00;0,00;0,00
6138678;0,67;0,67;0,67;0,00;0,00
6138951;0,00;0,00;0,00;0,00;0,00
6140067;0,00;0,00;0,00;0,00;0,00
6140418;0,00;0,00;0,00;0,00;0,00
6141177;0,00;0,00;0,00;0,00;0,00
6143538;0,09;0,07;0,12;0,00;0,00
6143646;0,00;0,00;0,00;0,00;0,00
6144099;0,00;0,00;0,00;0,00;0,00
6146394;0,67;0,67;0,00;0,00;0,00
6146583;0,00;0,00;0,00;0,00;0,00
6147456;0,67;0,67;0,67;0,00;0,00
6149721;0,08;0,07;0,67;0,00;0,17
6150762;0,00;0,00;0,00;0,00;0,00
6153873;0,00;0,00;0,00;0,00;0,00
6154785;0,43;0,41;0,67;0,00;0,37
6154788;0,00;0,00;0,00;0,00;0,00
6158442;0,00;0,00;0,00;0,00;0,00
6158655;0,67;0,00;0,67;0,00;0,00
6159462;0,00;0,00;0,00;0,00;0,00
6160854;0,00;0,00;0,00;0,00;0,00
6161958;0,00;0,00;0,00;0,00;0,00
6163380;0,00;0,00;0,00;0,00;0,00
6163827;0,00;0,00;0,00;0,00;0,00
6166488;0,67;0,67;0,00;0,00;0,00
6167835;0,00;0,00;0,00;0,00;0,00
6168117;0,51;0,48;0,56;0,00;0,67
6169983;0,67;0,67;0,67;0,00;0,00
6185538;0,00;0,00;0,00;0,00;0,00
6187617;0,63;0,63;0,67;0,00;0,67
6190203;0,00;0,00;0,00;0,00;0,00
6190653;0,38;0,00;0,38;0,00;0,00
6191424;0,67;0,67;0,67;0,00;0,67
6251391;0,67;0,00;0,67;0,00;0,00
6253011;0,00;0,00;0,00;0,00;0,00
6253974;0,60;0,54;0,67;0,00;0,00
6257538;0,67;0,67;0,67;0,00;0,00
6262560;0,00;0,00;0,00;0,00;0,00
6262764;0,00;0,00;0,00;0,00;0,00
6269283;0,00;0,00;0,00;0,00;0,00
6274404;0,00;0,00;0,00;0,00;0,00
6275595;0,00;0,00;0,00;0,00;0,00
6275658;0,00;0,00;0,00;0,00;0,00
6276261;0,00;0,00;0,00;0,00;0,00
6279165;0,67;0,67;0,67;0,00;0,00
6281979;0,33;0,47;0,35;0,00;0,16
6283266;0,00;0,00;0,00;0,00;0,00
6294180;0,21;0,27;0,67;0,00;0,06
6295554;0,67;0,67;0,67;0,00;0,67
6295587;0,67;0,67;0,67;0,00;0,00
6301575;0,00;0,00;0,00;0,00;0,00
6303414;0,46;0,38;0,67;0,00;0,67
6304134;0,00;0,00;0,00;0,00;0,00
6304137;0,00;0,00;0,00;0,00;0,00
6305190;0,00;0,00;0,00;0,00;0,00
6311868;0,67;0,67;0,67;0,00;0,67
6313041;0,59;0,67;0,67;0,00;0,16
6313329;0,00;0,00;0,00;0,00;0,00
6313347;0,63;0,67;0,67;0,00;0,42
6313635;0,52;0,42;0,67;0,00;0,00
6314526;0,00;0,00;0,00;0,00;0,00
6315528;0,58;0,67;0,19;0,00;0,37
6317283;0,00;0,00;0,00;0,00;0,00
6318120;0,00;0,00;0,00;0,00;0,00
6318381;0,00;0,00;0,00;0,00;0,00
6318537;0,18;0,10;0,67;0,00;0,00
6318540;0,00;0,00;0,00;0,00;0,00
6324141;0,49;0,44;0,57;0,00;0,00
6325977;0,00;0,00;0,00;0,00;0,00
6327465;0,67;0,67;0,67;0,00;0,00
6327738;0,00;0,00;0,00;0,00;0,00
6328869;0,00;0,00;0,00;0,00;0,00
6329706;0,00;0,00;0,00;0,00;0,00
6331857;0,67;0,67;0,67;0,00;0,00
6333396;0,00;0,00;0,00;0,00;0,00
6337419;0,00;0,00;0,00;0,00;0,00
6337992;0,00;0,00;0,00;0,00;0,00
6339162;0,00;0,00;0,00;0,00;0,00
6339957;0,00;0,00;0,00;0,00;0,00
6342207;0,67;0,67;0,67;0,00;0,00
6343143;0,00;0,00;0,00;0,00;0,00
6343158;0,00;0,00;0,00;0,00;0,00
6348288;0,59;0,67;0,67;0,00;0,35
6349080;0,00;0,00;0,00;0,00;0,00
6352641;0,67;0,67;0,00;0,00;0,00
6353922;0,00;0,00;0,00;0,00;0,00
6353931;0,57;0,55;0,00;0,00;0,67
6354933;0,00;0,00;0,00;0,00;0,00
6356682;0,00;0,00;0,00;0,00;0,00
6357648;0,00;0,00;0,00;0,00;0,00
6357882;0,67;0,67;0,67;0,00;0,00
6360561;0,42;0,57;0,20;0,00;0,00
6364209;0,00;0,00;0,00;0,00;0,00
6364317;0,00;0,00;0,00;0,00;0,00
6364725;0,67;0,67;0,67;0,00;0,00
6365514;0,00;0,00;0,00;0,00;0,00
6403191;0,00;0,00;0,00;0,00;0,00
6403254;0,67;0,67;0,67;0,00;0,67
6404118;0,00;0,00;0,00;0,00;0,00
6405897;0,00;0,00;0,00;0,00;0,00
6415797;0,35;0,56;0,20;0,00;0,67
6417930;0,67;0,67;0,67;0,00;0,67
6426444;0,00;0,00;0,00;0,00;0,00
6762978;0,00;0,00;0,00;0,00;0,00
6765045;0,00;0,00;0,00;0,00;0,00
6765123;0,00;0,00;0,00;0,00;0,00
6766182;0,00;0,00;0,00;0,00;0,00
6767484;0,00;0,00;0,00;0,00;0,00
6768303;0,00;0,00;0,00;0,00;0,00
6768783;0,00;0,00;0,00;0,00;0,00
6774423;0,00;0,00;0,00;0,00;0,00
6776535;0,00;0,00;0,00;0,00;0,00
6776541;0,00;0,00;0,00;0,00;0,00
6788949;0,00;0,00;0,00;0,00;0,00
6789069;0,00;0,00;0,00;0,00;0,00
6789135;0,67;0,67;0,67;0,00;0,00
6821103;0,00;0,00;0,00;0,00;0,00
6821382;0,67;0,00;0,67;0,00;0,00
6837507;0,00;0,00;0,00;0,00;0,00
6860991;0,00;0,00;0,00;0,00;0,00
6861768;0,62;0,60;0,67;0,00;0,00
6862197;0,67;0,67;0,67;0,00;0,67
6862836;0,00;0,00;0,00;0,00;0,00
6864624;0,00;0,00;0,00;0,00;0,00
6865137;0,00;0,00;0,00;0,00;0,00
6869343;0,00;0,00;0,00;0,00;0,00
6869667;0,00;0,00;0,00;0,00;0,00
6870465;0,67;0,67;0,00;0,00;0,67
6876612;0,67;0,67;0,67;0,00;0,00
6912699;0,44;0,33;0,67;0,00;0,67
6912720;0,67;0,67;0,67;0,00;0,00
6912777;0,53;0,00;0,55;0,00;0,44
6914124;0,00;0,00;0,00;0,00;0,00
6917889;0,00;0,00;0,00;0,00;0,00
6918285;0,67;0,67;0,67;0,00;0,00
6918303;0,67;0,67;0,67;0,00;0,00
6919476;0,00;0,00;0,00;0,00;0,00
6921477;0,00;0,00;0,00;0,00;0,00
6943599;0,00;0,00;0,00;0,00;0,00
6943824;0,00;0,00;0,00;0,00;0,00
6943881;0,00;0,00;0,00;0,00;0,00
6946944;0,67;0,67;0,00;0,00;0,67
6970242;0,00;0,00;0,00;0,00;0,00
6982359;0,00;0,00;0,00;0,00;0,00
6997749;0,00;0,00;0,00;0,00;0,00
7007007;0,00;0,00;0,00;0,00;0,00
7011210;0,34;0,48;0,37;0,00;0,23
7011378;0,00;0,00;0,00;0,00;0,00
7015038;0,67;0,67;0,67;0,00;0,00
7015326;0,00;0,00;0,00;0,00;0,00
7016286;0,00;0,00;0,00;0,00;0,00
7017048;0,00;0,00;0,00;0,00;0,00
7017363;0,11;0,06;0,58;0,00;0,00
7017378;0,00;0,00;0,00;0,00;0,00
7018359;0,15;0,10;0,67;0,00;0,00
7019301;0,00;0,00;0,00;0,00;0,00
7022295;0,67;0,67;0,67;0,00;0,00
7026516;0,00;0,00;0,00;0,00;0,00
7028163;0,00;0,00;0,00;0,00;0,00
7030596;0,00;0,00;0,00;0,00;0,00
7031175;0,67;0,67;0,67;0,00;0,00
7032624;0,00;0,00;0,00;0,00;0,00
7033428;0,00;0,00;0,00;0,00;0,00
7033464;0,00;0,00;0,00;0,00;0,00
7033518;0,62;0,67;0,59;0,00;0,00
7033968;0,00;0,00;0,00;0,00;0,00
7035255;0,00;0,00;0,00;0,00;0,00
7036680;0,00;0,00;0,00;0,00;0,00
7036728;0,67;0,67;0,00;0,00;0,00
7037016;0,00;0,00;0,00;0,00;0,00
7037913;0,00;0,00;0,00;0,00;0,00
7041519;0,00;0,00;0,00;0,00;0,00
7046001;0,54;0,50;0,67;0,00;0,00
7048653;0,00;0,00;0,00;0,00;0,00
7048731;0,67;0,67;0,67;0,00;0,00
7049268;0,00;0,00;0,00;0,00;0,00
7049817;0,00;0,00;0,00;0,00;0,00
7052097;0,00;0,00;0,00;0,00;0,00
7052316;0,67;0,67;0,67;0,00;0,00
7053027;0,00;0,00;0,00;0,00;0,00
7053048;0,00;0,00;0,00;0,00;0,00
7053111;0,38;0,50;0,45;0,00;0,30
7053753;0,00;0,00;0,00;0,00;0,00
7053804;0,00;0,00;0,00;0,00;0,00
6336534;0,00;0,00;0,00;0,00;0,00
18141234;0,00;0,00;0,00;0,00;0,00
18117597;0,00;0,00;0,00;0,00;0,00
18134874;0,67;0,67;0,67;0,00;0,00
18006201;0,67;0,00;0,67;0,00;0,00
7084446;0,00;0,00;0,00;0,00;0,00
6296544;0,00;0,00;0,00;0,00;0,00
6030978;0,00;0,00;0,00;0,00;0,00
6149211;0,00;0,00;0,00;0,00;0,00
6153744;0,41;0,67;0,29;0,00;0,00
6158499;0,00;0,00;0,00;0,00;0,00
6251568;0,67;0,00;0,67;0,00;0,00
6280059;0,00;0,00;0,00;0,00;0,00
6304089;0,00;0,00;0,00;0,00;0,00
6340317;0,57;0,50;0,67;0,00;0,00
6416055;0,00;0,00;0,00;0,00;0,00
6861048;0,67;0,67;0,67;0,00;0,67
6865590;0,16;0,53;0,09;0,00;0,00
6868095;0,00;0,00;0,00;0,00;0,00
6868227;0,67;0,00;0,67;0,00;0,00
6949932;0,00;0,00;0,00;0,00;0,00
7027857;0,19;0,00;0,19;0,00;0,00
7049337;0,00;0,00;0,00;0,00;0,00
18044937;0,00;0,00;0,00;0,00;0,00
7131603;0,00;0,00;0,00;0,00;0,00
6009663;0,00;0,00;0,00;0,00;0,00
6283035;0,00;0,00;0,13;0,00;0,00
6008883;0,00;0,00;0,00;0,00;0,00
6009693;0,00;0,00;0,00;0,00;0,00
6013935;0,00;0,00;0,00;0,00;0,00
6035859;0,00;0,00;0,00;0,00;0,00
6038265;0,67;0,67;0,67;0,00;0,00
6045534;0,67;0,67;0,67;0,00;0,00
6109809;0,00;0,00;0,00;0,00;0,00
6143922;0,00;0,00;0,00;0,00;0,00
6149463;0,00;0,00;0,00;0,00;0,00
6151758;0,00;0,00;0,00;0,00;0,00
6157068;0,67;0,67;0,67;0,00;0,00
6177831;0,67;0,00;0,67;0,00;0,00
6285411;0,67;0,67;0,67;0,00;0,67
6325311;0,00;0,00;0,00;0,00;0,00
18004698;0,00;0,00;0,00;0,00;0,00
7148274;0,00;0,00;0,00;0,00;0,00
7139073;0,00;0,00;0,00;0,00;0,00
7134096;0,67;0,67;0,67;0,00;0,00
6032601;0,67;0,00;0,67;0,00;0,00
6057180;0,67;0,67;0,67;0,00;0,00
6061632;0,00;0,00;0,67;0,00;0,00
6071592;0,67;0,00;0,67;0,00;0,00
6140316;0,67;0,00;0,67;0,00;0,00
6159339;0,00;0,00;0,00;0,00;0,00
7042002;0,67;0,00;0,67;0,00;0,00
7046016;0,00;0,00;0,00;0,00;0,00
7124478;0,00;0,00;0,00;0,00;0,00
7104492;0,00;0,00;0,00;0,00;0,00
6021381;0,00;0,00;0,00;0,00;0,00
6129753;0,00;0,00;0,00;0,00;0,00
6339087;0,00;0,00;0,00;0,00;0,00
7031097;0,00;0,00;0,00;0,00;0,00
18303705;0,00;0,00;0,00;0,00;0,00
18281886;0,00;0,00;0,00;0,00;0,00
18247842;0,00;0,00;0,00;0,00;0,00
18220011;0,00;0,00;0,00;0,00;0,00
18198162;0,00;0,00;0,00;0,00;0,00
18194370;0,00;0,00;0,00;0,00;0,00
18179613;0,00;0,00;0,00;0,00;0,00
18135726;0,67;0,67;0,67;0,00;0,67
18134529;0,00;0,00;0,00;0,00;0,00
18070869;0,00;0,00;0,00;0,00;0,00
18038013;0,00;0,00;0,00;0,00;0,00
18030537;0,00;0,00;0,00;0,00;0,00
18027921;0,00;0,00;0,00;0,00;0,00
18014355;0,00;0,00;0,00;0,00;0,00
18010902;0,00;0,00;0,00;0,00;0,00
18007578;0,00;0,00;0,00;0,00;0,00
18006558;0,00;0,00;0,00;0,00;0,00
18005961;0,00;0,00;0,00;0,00;0,00
18005799;0,00;0,00;0,00;0,00;0,00
18004791;0,00;0,00;0,00;0,00;0,00
18003993;0,00;0,00;0,00;0,00;0,00
18002211;0,67;0,67;0,67;0,00;0,67
7148988;0,00;0,00;0,00;0,00;0,00
7145292;0,00;0,00;0,00;0,00;0,00
7119402;0,00;0,00;0,00;0,00;0,00
7117959;0,67;0,00;0,67;0,00;0,00
7116624;0,67;0,67;0,67;0,00;0,67
7115667;0,67;0,00;0,67;0,00;0,00
7114995;0,00;0,00;0,00;0,00;0,00
7108260;0,00;0,00;0,00;0,00;0,00
7102554;0,00;0,00;0,00;0,00;0,00
7084155;0,00;0,00;0,00;0,00;0,00
6009333;0,67;0,67;0,67;0,00;0,00
6024585;0,00;0,00;0,00;0,00;0,00
6026235;0,00;0,00;0,00;0,00;0,00
6031749;0,67;0,67;0,67;0,00;0,67
6034179;0,00;0,00;0,00;0,00;0,00
6050199;0,67;0,67;0,67;0,00;0,67
6067347;0,00;0,00;0,00;0,00;0,00
6077235;0,67;0,67;0,67;0,00;0,00
6104220;0,67;0,00;0,67;0,00;0,00
6106524;0,24;0,67;0,67;0,00;0,06
6119418;0,00;0,00;0,00;0,00;0,00
6124164;0,00;0,00;0,00;0,00;0,00
6139857;0,00;0,00;0,00;0,00;0,00
6140001;0,67;0,67;0,67;0,00;0,00
6258555;0,67;0,67;0,67;0,00;0,00
6268785;0,00;0,00;0,00;0,00;0,00
6311859;0,00;0,00;0,00;0,00;0,00
6316545;0,00;0,00;0,00;0,00;0,00
6316932;0,00;0,00;0,00;0,00;0,00
6322512;0,00;0,00;0,00;0,00;0,00
6325935;0,00;0,00;0,00;0,00;0,00
6325941;0,00;0,00;0,00;0,00;0,00
6419586;0,67;0,67;0,67;0,00;0,00
6426018;0,00;0,00;0,00;0,00;0,00
6774156;0,67;0,67;0,67;0,00;0,67
6862578;0,00;0,00;0,00;0,00;0,00
6864963;0,00;0,00;0,00;0,00;0,00
6946788;0,00;0,00;0,00;0,00;0,00
6955374;0,00;0,00;0,00;0,00;0,00
6959940;0,00;0,00;0,00;0,00;0,00
6995457;0,29;0,67;0,67;0,00;0,09
7014264;0,00;0,00;0,00;0,00;0,00
7053825;0,00;0,00;0,00;0,00;0,00
18152757;0,00;0,00;0,00;0,00;0,00
7141428;0,00;0,00;0,00;0,00;0,00
7084443;0,00;0,00;0,00;0,00;0,00
7050663;0,00;0,00;0,00;0,00;0,00
18123915;0,00;0,00;0,00;0,00;0,00
6045213;0,67;0,67;0,67;0,00;0,00
6125556;0,00;0,00;0,00;0,00;0,00
6287496;0,00;0,00;0,00;0,00;0,00
6870033;0,67;0,67;0,67;0,00;0,00
18357867;0,00;0,00;0,00;0,00;0,00
18307101;0,00;0,00;0,00;0,00;0,00
18302451;0,00;0,00;0,00;0,00;0,00
18293517;0,67;0,67;0,67;0,00;0,00
18259266;0,43;0,51;0,37;0,00;0,00
18258429;0,67;0,00;0,67;0,00;0,00
18256797;0,00;0,00;0,00;0,00;0,00
18238140;0,00;0,00;0,00;0,00;0,00
18231849;0,00;0,00;0,00;0,00;0,00
18216942;0,00;0,00;0,00;0,00;0,00
18213681;0,00;0,00;0,00;0,00;0,00
18200100;0,00;0,00;0,00;0,00;0,00
18184671;0,00;0,00;0,00;0,00;0,00
18181983;0,18;0,22;0,16;0,00;0,00
18180147;0,00;0,00;0,00;0,00;0,00
18159162;0,00;0,00;0,00;0,00;0,00
18150930;0,64;0,67;0,67;0,00;0,00
18145899;0,00;0,00;0,00;0,00;0,00
18144351;0,00;0,00;0,00;0,00;0,00
18141396;0,18;0,20;0,16;0,00;0,00
18141639;0,00;0,00;0,00;0,00;0,00
18135525;0,46;0,49;0,43;0,00;0,00
18123876;0,67;0,00;0,67;0,00;0,00
18123222;0,00;0,00;0,00;0,00;0,00
18116712;0,00;0,00;0,00;0,00;0,00
18101664;0,00;0,00;0,00;0,00;0,00
18076653;0,00;0,00;0,00;0,00;0,00
18065028;0,00;0,00;0,00;0,00;0,00
18063420;0,00;0,00;0,00;0,00;0,00
18043158;0,00;0,00;0,00;0,00;0,00
18041907;0,00;0,00;0,00;0,00;0,00
18037935;0,00;0,00;0,00;0,00;0,00
18031815;0,32;0,36;0,45;0,00;0,23
18024039;0,00;0,00;0,00;0,00;0,00
18022365;0,00;0,00;0,00;0,00;0,00
18009030;0,00;0,00;0,00;0,00;0,00
18008448;0,00;0,00;0,00;0,00;0,00
18007599;0,67;0,67;0,67;0,00;0,00
18006549;0,00;0,00;0,00;0,00;0,00
18006051;0,00;0,00;0,00;0,00;0,00
18003681;0,00;0,00;0,00;0,00;0,00
18001005;0,00;0,00;0,00;0,00;0,00
7153017;0,00;0,00;0,00;0,00;0,00
7146585;0,00;0,00;0,00;0,00;0,00
7141440;0,67;0,00;0,67;0,00;0,00
7129281;0,00;0,00;0,00;0,00;0,00
7118919;0,00;0,00;0,00;0,00;0,00
7117887;0,00;0,00;0,00;0,00;0,00
7114986;0,00;0,00;0,00;0,00;0,00
7113585;0,00;0,00;0,00;0,00;0,00
7085739;0,00;0,00;0,00;0,00;0,00
7071036;0,00;0,00;0,00;0,00;0,00
7060380;0,00;0,00;0,00;0,00;0,00
6105012;0,67;0,67;0,67;0,00;0,00
6123675;0,00;0,00;0,00;0,00;0,00
6011742;0,56;0,67;0,34;0,00;0,00
6023883;0,00;0,00;0,00;0,00;0,00
6046659;0,00;0,00;0,00;0,00;0,00
6081552;0,49;0,50;0,42;0,00;0,31
6107298;0,05;0,00;0,05;0,00;0,00
6120720;0,00;0,00;0,00;0,00;0,00
6130698;0,00;0,00;0,00;0,00;0,00
6140973;0,00;0,00;0,00;0,00;0,00
6145905;0,40;0,33;0,67;0,00;0,00
6147357;0,67;0,67;0,67;0,00;0,00
6189483;0,67;0,67;0,67;0,00;0,67
6260778;0,67;0,67;0,67;0,00;0,00
6291579;0,00;0,00;0,00;0,00;0,00
6292539;0,00;0,00;0,00;0,00;0,00
6293163;0,00;0,00;0,00;0,00;0,00
6295839;0,36;0,44;0,48;0,00;0,23
6296295;0,67;0,67;0,67;0,00;0,00
6309588;0,00;0,00;0,00;0,00;0,00
6321174;0,00;0,00;0,00;0,00;0,00
6322392;0,00;0,00;0,00;0,00;0,00
6331620;0,00;0,00;0,00;0,00;0,00
6333771;0,49;0,40;0,67;0,00;0,53
6414606;0,00;0,00;0,00;0,00;0,00
6863838;0,00;0,00;0,00;0,00;0,00
6868284;0,00;0,00;0,00;0,00;0,00
6920781;0,67;0,67;0,67;0,00;0,00
6921675;0,00;0,00;0,00;0,00;0,00
7018146;0,00;0,00;0,00;0,00;0,00
7022313;0,00;0,00;0,00;0,00;0,00
7044759;0,00;0,00;0,00;0,00;0,00
7045440;0,00;0,00;0,00;0,00;0,00
7051632;0,67;0,67;0,67;0,00;0,00
7052982;0,00;0,00;0,00;0,00;0,00
18361653;0,00;0,00;0,00;0,00;0,00
18065925;0,00;0,00;0,00;0,00;0,00
18021984;0,00;0,00;0,00;0,00;0,00
7135377;0,00;0,00;0,00;0,00;0,00
7102608;0,67;0,00;0,67;0,00;0,00
7101819;0,00;0,00;0,00;0,00;0,00
7056942;0,00;0,00;0,00;0,00;0,00
6003204;0,67;0,00;0,67;0,00;0,00
6029865;0,35;0,23;0,67;0,00;0,00
6040587;0,17;0,26;0,16;0,00;0,12
6058863;0,00;0,00;0,00;0,00;0,00
6077820;0,00;0,00;0,00;0,00;0,00
6077823;0,00;0,00;0,00;0,00;0,00
6082212;0,00;0,00;0,00;0,00;0,00
6106680;0,67;0,67;0,67;0,00;0,67
6124248;0,67;0,67;0,67;0,00;0,00
6126087;0,57;0,49;0,67;0,00;0,00
6129441;0,67;0,67;0,67;0,00;0,00
6150495;0,67;0,00;0,67;0,00;0,00
6154356;0,00;0,00;0,00;0,00;0,00
6294294;0,67;0,67;0,67;0,00;0,67
6323388;0,00;0,00;0,00;0,00;0,00
6328251;0,24;0,67;0,21;0,00;0,09
6329619;0,67;0,67;0,67;0,00;0,00
6330189;0,67;0,67;0,67;0,00;0,67
6344313;0,67;0,00;0,67;0,00;0,00
7030404;0,59;0,63;0,55;0,00;0,00
7053822;0,00;0,00;0,00;0,00;0,00
18360219;0,00;0,00;0,00;0,00;0,00
18338898;0,00;0,00;0,00;0,00;0,00
18308031;0,00;0,00;0,00;0,00;0,00
18302070;0,00;0,00;0,00;0,00;0,00
18293295;0,00;0,00;0,00;0,00;0,00
18292155;0,00;0,00;0,00;0,00;0,00
18288627;0,00;0,00;0,00;0,00;0,00
18288720;0,00;0,00;0,00;0,00;0,00
18288144;0,67;0,67;0,67;0,00;0,00
18288225;0,00;0,00;0,00;0,00;0,00
18287454;0,55;0,48;0,67;0,00;0,00
18287496;0,00;0,00;0,00;0,00;0,00
18287607;0,67;0,00;0,67;0,00;0,00
18287778;0,00;0,00;0,00;0,00;0,00
18281823;0,00;0,00;0,00;0,00;0,00
18281826;0,00;0,00;0,00;0,00;0,00
18281883;0,00;0,00;0,00;0,00;0,00
18280176;0,00;0,00;0,00;0,00;0,00
18280242;0,00;0,00;0,00;0,00;0,00
18278973;0,00;0,00;0,00;0,00;0,00
18279168;0,67;0,67;0,67;0,00;0,67
18278229;0,00;0,00;0,00;0,00;0,00
18278244;0,67;0,67;0,67;0,00;0,00
18277647;0,00;0,00;0,00;0,00;0,00
18277698;0,00;0,00;0,00;0,00;0,00
18272406;0,00;0,00;0,00;0,00;0,00
